654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1329,0,0,0,0,0,0,0,1060,0,67,6528,0,22,0,37,0,0,190,0,0,0,0,0,194,0,0,0,852,0,0,0,0,21,0,4,673
0,0,0,1662,0,0,0,78,0,0,0,635,0,81,0,203,0,0,28,0,0,0,0,0,7,0,14929,1050,0,0,0,404,0,0,0,8,0,0,0,0
444,0,0,44,0,0,0,0,0,0,0,18,0,21,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6
655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1041,0,0,0,0,0,0,0,1529,0,39,0,0,189,0,0,0,0,0,0,13,0,0,0,65,0,7282,0,134,0,0,0,0,0,0,22,579
0,60,0,1228,0,0,25,2,0,0,0,1653,111,93,34,0,8558,0,0,0,0,0,0,0,92,0,1058,0,0,51,0,678,0,0,0,0,0,0,98,341
654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1236,0,5509,0,0,0,0,0,0,0,279,0,0,0,0,0,0,52,100,0,0,0,0,0,656,0,0,0,488,177,0,0,3,0,0,0,0
0,4899,0,1189,0,0,0,0,0,89,0,2315,0,2135,0,603,0,0,0,14,144,0,0,93,0,2,0,0,0,27,0,91,0,0,0,0,0,0,0,0
0,0,493,1313,0,0,0,0,0,7251,0,713,0,28,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,4,0,792,0,0
655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1371,0,0,0,0,0,0,0,584,0,0,4374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1453,0,522,0,0,0,0,20,0,0,6682
0,0,0,1450,0,0,0,0,0,0,0,0,0,248,0,0,0,2,0,0,6,0,0,0,0,5,0,679,0,0,0,2,746,8483,0,0,0,0,0,390
0,0,19,2297,0,0,0,0,0,0,0,1602,0,100,0,0,20,0,0,0,0,178,0,2472,0,0,0,0,0,0,0,209,5655,0,0,0,0,0,0,0
0,0,0,1073,0,0,0,0,0,0,0,579,0,268,0,0,58,0,0,0,0,36,0,0,0,0,0,607,0,12,9535,438,15,0,0,0,0,0,11,3
0,0,0,1428,0,0,0,0,0,0,45,1564,0,767,0,0,0,387,0,0,0,0,102,7574,0,136,0,64,0,0,5,3,6,0,0,0,0,0,0,0
3084,0,0,863,0,0,0,0,9,0,0,0,0,255,0,640,0,0,0,0,0,93,1742,0,0,0,0,0,0,0,0,563,59,0,0,11,0,347,0,0
149,0,0,63,0,11,4,0,0,0,0,215,0,0,0,7,0,0,0,7,0,14,0,14,0,0,0,0,0,0,0,0,32,0,0,0,0,7,27,0
0,370,0,536,0,0,1259,48,0,0,0,2515,0,18,0,0,0,0,0,0,0,235,0,0,48,0,2041,0,0,0,0,0,2064,0,0,0,0,0,0,211
0,0,14,810,0,0,0,0,0,3977,0,357,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,411,18,0
0,0,0,698,0,0,0,0,0,994,0,0,0,192,0,79,0,0,0,2223,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,558,0,0,6,0,0,0,0,876,0,93,35,30,0,0,0,0,0,19,39,0,0,0,0,0,0,0,0,0,0,0,0,4889,76,0,0,25
0,0,63,561,0,0,0,0,0,0,0,556,0,0,0,0,0,0,0,0,0,293,0,72,0,0,6,5,0,0,0,52,3511,0,0,0,3,0,2,0
0,0,0,537,0,2,0,0,0,0,147,642,0,56,0,0,0,0,0,0,0,0,53,1933,0,0,0,491,0,0,0,0,0,0,0,9,0,0,0,27
0,0,0,757,0,0,0,0,0,6459,0,401,0,174,5,0,59,0,0,0,0,144,0,0,0,0,0,92,0,0,7,128,50,0,0,0,0,0,0,6
0,0,0,1631,24,0,0,0,0,0,0,1514,0,71,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,2660,0,155,0,0,0,14,0,0,0,0
0,3223,0,925,0,0,0,0,0,0,0,675,0,114,0,54,0,0,0,0,0,33,0,0,1312,0,0,0,0,0,0,270,0,0,15,0,0,0,0,0
0,0,7809,2413,0,0,0,0,0,0,0,636,0,250,0,280,0,0,50,0,0,0,0,0,0,0,0,508,26,0,0,25,230,0,0,0,0,0,0,0
0,0,0,722,26,0,0,0,0,0,0,1585,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,14,0,1973,0,40,5,0,0,0,0,0,25,0
22,0,9,59,0,0,0,0,0,1,0,130,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,0,7505,783,0,0,0,0,0,0,0,401,0,165,2,57,0,0,0,0,0,0,0,0,0,0,342,352,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,1487,0,0,0,0,0,0,0,1116,0,9,12188,110,183,0,0,0,0,0,0,0,0,0,0,95,0,146,376,0,0,0,0,0,11,0,952,0
38,0,56,632,18,0,18,0,0,0,0,1206,0,0,24,0,0,0,0,0,0,0,17,142,23,0,0,0,0,2747,0,32,0,0,0,0,0,0,26,0
0,0,0,370,0,0,0,0,0,0,4407,151,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,19
3613,0,0,1367,0,0,0,0,255,0,0,735,0,161,0,171,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,227,441,0,0,0,0,0,0,3
0,0,0,847,0,0,0,0,0,0,0,371,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,2906,33,0,0,0,0,0,0,17,0
0,0,13,482,0,0,0,0,0,0,0,473,0,0,0,194,0,0,0,0,0,0,891,0,0,0,0,0,0,0,0,143,0,5146,0,28,0,0,0,57
0,0,0,429,0,0,0,0,0,0,0,251,5009,103,0,60,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,3,0,0,0,0,0,0,4,0
0,0,0,743,0,0,0,0,0,0,0,572,0,170,0,77,0,0,0,9067,0,0,0,0,0,0,0,309,0,0,0,7,0,0,0,5,0,0,0,2
0,0,0,725,0,0,0,0,0,0,0,26,0,78,0,19,0,0,0,0,0,0,0,0,0,0,0,235,0,0,6792,5,0,0,0,271,0,0,0,0
0,18,11,685,0,0,0,0,0,0,0,601,0,186,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2061,0,0,0,0,0,31,0
28,0,3,68,0,0,0,0,0,1,0,140,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
0,0,0,1277,0,0,8525,29,0,0,0,474,0,83,0,0,3,0,0,0,0,55,0,0,4,0,0,714,0,0,0,2,204,0,0,12,0,0,0,17
3634,0,0,876,0,0,0,0,0,0,0,799,0,0,0,404,0,0,0,0,0,0,502,60,0,0,0,420,0,0,0,47,0,0,0,0,0,0,0,0
0,0,0,1077,0,0,0,0,0,0,0,1027,0,2559,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,92,115,0,0,0,0,25,0,2
0,0,0,1194,0,0,0,0,0,0,0,0,0,534,0,100,0,0,0,30,0,189,0,0,0,0,0,0,3868,0,0,224,711,0,0,0,0,0,0,0
0,0,0,621,0,0,0,0,0,0,0,1242,0,0,0,15,0,0,0,0,0,0,0,110,0,0,0,28,0,4254,0,69,109,0,0,0,0,0,0,24
0,0,0,994,0,0,0,0,0,0,0,888,0,0,0,42,0,0,0,0,10,0,0,2095,0,0,0,568,0,0,0,230,2,0,258,11,0,0,0,0
12,0,0,1024,0,0,0,0,352,0,0,2338,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,0,8039,0,125
0,165,657,811,0,0,227,0,0,0,0,1402,0,56,9,7811,0,0,0,0,0,0,0,0,0,54,256,0,0,0,0,0,180,0,0,0,0,5,0,0
0,0,0,939,3413,0,0,0,0,0,0,821,0,28,0,0,0,0,0,0,0,0,938,0,0,0,0,0,0,0,0,67,0,0,0,50,0,2,0,0
22,0,0,71,0,3,1,0,4,0,0,140,0,12,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7
0,0,0,1522,0,5962,0,0,0,0,0,0,0,197,0,160,0,0,0,128,30,0,135,0,0,0,0,1479,0,0,0,2,0,0,0,0,0,0,0,0
15,0,20,796,0,0,32,0,0,0,0,3310,0,126,0,0,0,0,0,5,0,0,0,115,0,0,0,0,0,17,0,0,74,674,0,0,0,0,0,5024
0,0,0,1052,0,0,0,0,0,0,0,594,0,169,0,565,0,0,0,0,0,0,0,0,6341,0,0,29,0,0,0,20,27,0,0,0,0,0,0,0
0,0,0,1075,0,0,0,0,3104,0,0,2206,0,98,15,57,0,0,0,0,0,10,0,0,0,0,0,62,0,0,0,201,0,0,0,0,0,0,0,0
0,0,0,1800,0,0,0,0,0,0,63,2565,0,0,0,0,0,0,0,0,0,73,0,5544,0,0,0,349,0,30,0,0,470,0,0,0,0,0,0,104
0,0,9309,881,0,0,0,0,10,0,0,702,0,51,0,0,0,0,0,0,0,2039,0,0,0,0,0,0,0,0,0,122,0,0,0,52,0,0,0,0
0,0,0,791,0,0,0,0,0,0,0,299,0,238,0,12,0,0,0,0,26,0,0,0,0,0,0,0,5717,0,0,0,0,0,0,0,0,1023,0,0
0,0,0,1189,0,2,0,0,0,0,0,1401,0,0,0,0,0,0,4391,175,76,0,100,0,0,0,0,2127,47,10,0,133,0,0,0,17,0,0,270,0
26,0,0,602,0,0,0,0,0,0,0,1259,6,157,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,6658,0,18,203,0,0,0,0,0,0,73
0,0,0,2170,0,0,0,0,0,272,0,801,0,165,0,0,0,0,0,4,0,0,0,0,132,0,0,0,0,0,226,79,0,0,11167,247,8,0,44,0
0,0,0,943,0,0,0,0,4212,0,0,1435,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,85
0,0,0,820,0,0,0,0,0,0,0,252,6369,69,0,44,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,179,0,0,0,0,0,0,0,3
0,0,0,1043,0,0,0,0,0,0,0,1047,0,63,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,9273,0,300,226,0,0,0,0,0,3,415
0,0,0,1373,0,0,0,0,0,0,0,38,0,720,0,0,0,0,0,0,0,0,0,98,0,0,0,481,0,0,0,0,614,7676,0,0,0,0,0,0
0,0,2,1219,0,0,0,39,3960,0,0,2736,0,205,2,0,0,0,0,0,0,3,0,0,0,0,0,68,0,7,0,164,52,0,0,0,0,0,0,0
0,8,3,717,0,0,21,0,0,0,0,169,0,43,18,0,0,0,0,0,0,3028,0,0,0,0,0,0,0,0,0,76,4026,19,0,0,0,0,0,152
0,2,0,832,0,0,0,0,0,0,0,1040,34,255,0,234,24,0,0,0,0,0,0,0,2278,0,0,45,0,0,0,56,0,0,0,0,0,0,0,0
9,0,0,524,0,0,0,0,0,0,0,451,5397,0,0,57,68,0,0,0,0,0,0,0,0,0,0,240,0,0,0,50,0,0,0,0,0,0,19,0
0,0,0,1122,0,0,0,0,0,0,0,241,0,28,1417,1255,0,0,0,0,0,0,0,0,0,0,0,572,0,0,0,262,0,0,0,0,0,0,7362,13
18,0,0,36,0,0,0,0,7,0,0,118,0,0,17,0,0,3,2,0,0,0,0,0,3,0,0,0,0,0,0,4,0,2,0,0,0,1,0,0
0,11255,0,1830,0,0,0,0,0,0,0,2827,0,126,0,129,0,0,0,0,0,0,0,0,117,0,0,567,0,0,0,346,0,0,0,0,0,0,0,100
0,0,0,1274,0,0,0,0,0,0,0,1942,0,164,0,0,0,6826,0,0,0,23,0,307,0,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1458,0,0,0,0,0,0,0,310,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6137,0,0,284,0,0,0,0,0,1798,0,0
0,0,1609,966,0,0,0,0,0,0,0,0,0,108,5699,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,40,92,0,0,0,0,0,32,31
0,6,0,1762,2471,0,0,3,0,0,0,1015,0,166,50,100,0,0,0,0,0,36,0,0,0,0,20,0,0,0,0,109,5908,0,0,0,0,0,0,0
4,0,3,412,0,0,0,0,0,0,0,897,0,161,2,111,2,0,5288,0,0,0,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
19,48,0,1593,0,0,123,0,278,0,58,1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,4565,2887,503,0,0,0,0,0,0
0,3,0,875,0,0,0,3,0,0,0,311,0,33,0,0,0,0,0,0,0,10,0,0,65,0,6973,402,0,0,0,116,0,0,0,0,0,0,0,0
25,0,0,992,0,35,0,0,349,0,24,1382,0,31,0,0,0,24,0,2,0,1343,0,0,0,0,0,0,0,0,0,76,5360,1250,0,0,0,0,0,31
0,0,0,1134,0,0,0,0,0,0,0,0,0,376,6582,0,0,0,0,0,0,124,0,0,0,0,0,462,0,0,0,0,382,0,0,9,287,0,2,72
0,0,0,1192,0,0,0,0,10,0,0,2717,0,206,0,0,0,0,4,0,0,0,0,0,0,2002,0,15,0,0,0,20,0,0,0,285,0,68,0,0
0,0,56,990,0,0,0,0,0,6,0,1592,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,24,0,0,0,0,0,40,0,8069,0
0,0,0,940,0,0,0,0,0,0,0,400,0,86,0,0,0,0,0,0,0,0,11,0,0,0,0,147,0,0,0,1,0,0,3253,0,0,0,0,0
0,0,0,756,0,0,0,64,0,0,0,492,0,78,0,0,0,0,0,0,0,478,0,0,0,0,6389,943,0,0,0,1,0,0,0,0,0,0,0,186
0,0,0,986,0,0,0,0,105,0,7736,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,1394,0,0,0,0,0,0,0,0
0,0,0,1590,25,0,0,0,54,0,0,3770,0,8,14,0,0,0,0,0,0,0,0,0,0,10,0,0,0,479,0,239,55,0,0,20,0,178,0,0
3,0,0,602,0,0,0,0,0,0,0,997,0,185,0,0,0,0,0,0,0,0,0,62,0,10607,0,206,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2238,0,0,5629,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,10,0,0,2348,0,0,0,90,0,0,0,0,0,0,0,61
34,0,3,837,0,42,0,0,47,0,85,3009,0,95,0,6795,0,53,93,18,0,0,0,0,0,0,0,277,0,0,0,0,0,143,0,0,0,0,0,0
0,0,0,1125,0,0,6,0,0,0,0,50,0,66,1062,0,1728,0,0,5,0,0,0,0,0,0,0,235,0,0,1365,0,0,0,0,0,6304,0,391,0
0,0,0,1499,0,0,0,0,0,2,0,1453,0,1275,0,0,0,0,0,0,0,0,0,11,0,8487,0,125,0,0,0,0,0,0,0,18,0,0,0,0
0,0,0,1854,0,0,0,0,0,0,0,1392,8,168,12,65,0,0,0,4,0,0,139,0,0,0,10,361,0,0,0,12,0,0,0,11255,185,0,0,0
0,0,0,2115,0,0,0,0,0,4,0,590,0,437,0,6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,6,0,0,63,17,0,0
